image_id,pack_name,image_path,true_label,ai_top1,ai_score_top1,ai_top2,ai_score_top2,ai_top3,ai_score_top3,all_scores_json,options_json,difficulty,approved,notes
objects_howard-bouchevereau-lVdcjB_ehWY-unsplash,objects,data/packs/objects/images/howard-bouchevereau-lVdcjB_ehWY-unsplash.jpg,,speaker,0.9906723379747218,microphone,0.0061852246659020674,remote_control,0.0016789349163231723,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -1.3106985092163086, ""probability"": 0.9906723379747218}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.386919021606445, ""probability"": 0.0061852246659020674}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -7.690922737121582, ""probability"": 0.0016789349163231723}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.678953170776367, ""probability"": 0.0006250830114983533}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -8.803451538085938, ""probability"": 0.0005519106084804549}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.459068298339844, ""probability"": 0.0002865088230740844}}","[""headphones"", ""speaker"", ""microphone"", ""remote_control""]",easy,FALSE,
objects_insung-yoon-qzhUUNr212U-unsplash,objects,data/packs/objects/images/insung-yoon-qzhUUNr212U-unsplash.jpg,,camera,0.9955875637933952,remote_control,0.001490450969297895,speaker,0.0011644232072786842,"{""camera"": {""text"": ""camera"", ""raw_score"": -1.8958396911621094, ""probability"": 0.9955875637933952}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.400094032287598, ""probability"": 0.001490450969297895}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -8.646946907043457, ""probability"": 0.0011644232072786842}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.775762557983398, ""probability"": 0.001023686382303719}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -9.214221954345703, ""probability"": 0.0006603078033696228}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -11.408720016479492, ""probability"": 7.356784435467636e-05}}","[""remote_control"", ""headphones"", ""camera"", ""speaker""]",easy,FALSE,
objects_jakub-stekla-nSdUiwyM1TI-unsplash,objects,data/packs/objects/images/jakub-stekla-nSdUiwyM1TI-unsplash.jpg,,headphones,0.9828759433124993,speaker,0.014419988707158377,microphone,0.0021333169872763224,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -5.043557167053223, ""probability"": 0.9828759433124993}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -9.265424728393555, ""probability"": 0.014419988707158377}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -11.176362037658691, ""probability"": 0.0021333169872763224}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -13.15628433227539, ""probability"": 0.0002945683380319311}, ""camera"": {""text"": ""camera"", ""raw_score"": -13.312742233276367, ""probability"": 0.00025190527470515686}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -15.652250289916992, ""probability"": 2.427738032900546e-05}}","[""camera"", ""speaker"", ""microphone"", ""headphones""]",easy,FALSE,
objects_jason-leung-O8CqPKIAUyU-unsplash,objects,data/packs/objects/images/jason-leung-O8CqPKIAUyU-unsplash.jpg,,headphones,0.9973437337701101,speaker,0.0022016768637010704,microphone,0.00023066829281619396,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -0.4807605743408203, ""probability"": 0.9973437337701101}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.596636772155762, ""probability"": 0.0022016768637010704}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.852630615234375, ""probability"": 0.00023066829281619396}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.66493034362793, ""probability"": 0.00010237893599915287}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.674461364746094, ""probability"": 0.00010140779552980246}, ""camera"": {""text"": ""camera"", ""raw_score"": -11.291184425354004, ""probability"": 2.0134341843572093e-05}}","[""headphones"", ""camera"", ""microphone"", ""speaker""]",easy,FALSE,
objects_jason-leung-Q2RIZtBTtaI-unsplash,objects,data/packs/objects/images/jason-leung-Q2RIZtBTtaI-unsplash.jpg,,headphones,0.9969827748622198,speaker,0.001937086615219878,microphone,0.0008727004380486684,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -1.2599201202392578, ""probability"": 0.9969827748622198}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -7.5034685134887695, ""probability"": 0.001937086615219878}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.300816535949707, ""probability"": 0.0008727004380486684}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.318652153015137, ""probability"": 0.00011601932117038639}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.81146240234375, ""probability"": 7.08770361031148e-05}, ""camera"": {""text"": ""camera"", ""raw_score"": -12.04995059967041, ""probability"": 2.054172723797142e-05}}","[""headphones"", ""speaker"", ""game_controller"", ""microphone""]",easy,FALSE,
objects_javier-esteban-zIPtyM79pIs-unsplash,objects,data/packs/objects/images/javier-esteban-zIPtyM79pIs-unsplash.jpg,,microphone,0.9611674388595924,speaker,0.02179147745573086,game_controller,0.0093974849979573,"{""microphone"": {""text"": ""microphone"", ""raw_score"": -1.3296594619750977, ""probability"": 0.9611674388595924}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -5.116289138793945, ""probability"": 0.02179147745573086}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -5.957365989685059, ""probability"": 0.0093974849979573}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -6.3889570236206055, ""probability"": 0.006103430963733046}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -7.945441246032715, ""probability"": 0.0012870681035441801}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.57178020477295, ""probability"": 0.0002530996194420442}}","[""microphone"", ""headphones"", ""speaker"", ""game_controller""]",easy,FALSE,
objects_joel-meyer-W257ITxUw_I-unsplash,objects,data/packs/objects/images/joel-meyer-W257ITxUw_I-unsplash.jpg,,remote_control,0.6994894945433191,camera,0.2248729462563236,game_controller,0.0746092898819197,"{""remote_control"": {""text"": ""remote control"", ""raw_score"": -3.0375890731811523, ""probability"": 0.6994894945433191}, ""camera"": {""text"": ""camera"", ""raw_score"": -4.1724042892456055, ""probability"": 0.2248729462563236}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -5.275674819946289, ""probability"": 0.0746092898819197}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -9.861488342285156, ""probability"": 0.0007606754475446725}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -11.14239501953125, ""probability"": 0.0002113044761167359}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -12.465188980102539, ""probability"": 5.62893947762582e-05}}","[""camera"", ""game_controller"", ""microphone"", ""remote_control""]",easy,TRUE,
objects_jonathan-farber-BAlQS9fNcN8-unsplash,objects,data/packs/objects/images/jonathan-farber-BAlQS9fNcN8-unsplash.jpg,,microphone,0.6181121714521742,headphones,0.36265831179248553,speaker,0.018129664202389775,"{""microphone"": {""text"": ""microphone"", ""raw_score"": -2.748774528503418, ""probability"": 0.6181121714521742}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -3.2819833755493164, ""probability"": 0.36265831179248553}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.277894973754883, ""probability"": 0.018129664202389775}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.452136993408203, ""probability"": 0.0007582876220378983}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.469244003295898, ""probability"": 0.00027422686887268916}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -11.87347412109375, ""probability"": 6.73380620399453e-05}}","[""headphones"", ""camera"", ""speaker"", ""microphone""]",medium,TRUE,
objects_joshua-hanson-gOewl50OK5E-unsplash,objects,data/packs/objects/images/joshua-hanson-gOewl50OK5E-unsplash.jpg,,camera,0.9564168347641597,microphone,0.03351473359071641,speaker,0.005622698645492859,"{""camera"": {""text"": ""camera"", ""raw_score"": -3.4252519607543945, ""probability"": 0.9564168347641597}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.776460647583008, ""probability"": 0.03351473359071641}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -8.561634063720703, ""probability"": 0.005622698645492859}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.869526863098145, ""probability"": 0.0041326503620678695}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -11.826576232910156, ""probability"": 0.0002147822758309359}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -12.608173370361328, ""probability"": 9.830036173211562e-05}}","[""microphone"", ""speaker"", ""game_controller"", ""camera""]",easy,TRUE,
objects_joyal-siby-k96r_eUZvdk-unsplash,objects,data/packs/objects/images/joyal-siby-k96r_eUZvdk-unsplash.jpg,,microphone,0.9968004656705659,speaker,0.0016227981349011557,headphones,0.0008195058834455063,"{""microphone"": {""text"": ""microphone"", ""raw_score"": -0.1549091339111328, ""probability"": 0.9968004656705659}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.575307846069336, ""probability"": 0.0016227981349011557}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.258513450622559, ""probability"": 0.0008195058834455063}, ""camera"": {""text"": ""camera"", ""raw_score"": -7.716937065124512, ""probability"": 0.0005181568330637767}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.710089683532715, ""probability"": 0.00019192896786874927}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.113997459411621, ""probability"": 4.714451015480179e-05}}","[""headphones"", ""camera"", ""speaker"", ""microphone""]",easy,FALSE,
objects_kate-oseen-RUdsmU98hwQ-unsplash,objects,data/packs/objects/images/kate-oseen-RUdsmU98hwQ-unsplash.jpg,,camera,0.9976085896019228,remote_control,0.0010344437579942955,microphone,0.0007335654424696711,"{""camera"": {""text"": ""camera"", ""raw_score"": -1.4101800918579102, ""probability"": 0.9976085896019228}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.28167724609375, ""probability"": 0.0010344437579942955}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.62537956237793, ""probability"": 0.0007335654424696711}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -9.103156089782715, ""probability"": 0.00045492850996615443}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.575461387634277, ""probability"": 0.00010435880274016608}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -11.06263542175293, ""probability"": 6.411388490695773e-05}}","[""camera"", ""remote_control"", ""game_controller"", ""microphone""]",easy,FALSE,
objects_kevin-canlas-nQ2-Vk2LsTQ-unsplash,objects,data/packs/objects/images/kevin-canlas-nQ2-Vk2LsTQ-unsplash.jpg,,headphones,0.7038949408469936,speaker,0.2923159964741082,microphone,0.00285158873658189,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -2.3813905715942383, ""probability"": 0.7038949408469936}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -3.2601842880249023, ""probability"": 0.2923159964741082}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.890143394470215, ""probability"": 0.00285158873658189}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.656723022460938, ""probability"": 0.0004873838186835451}, ""camera"": {""text"": ""camera"", ""raw_score"": -10.182718276977539, ""probability"": 0.0002880277088720698}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.757793426513672, ""probability"": 0.00016206241476070086}}","[""microphone"", ""speaker"", ""headphones"", ""camera""]",easy,TRUE,
objects_koen-sweers-O6B3_2ylHLo-unsplash,objects,data/packs/objects/images/koen-sweers-O6B3_2ylHLo-unsplash.jpg,,microphone,0.9943847899650617,speaker,0.004873658943198261,headphones,0.0003821256584089165,"{""microphone"": {""text"": ""microphone"", ""raw_score"": 0.37120819091796875, ""probability"": 0.9943847899650617}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -4.947071075439453, ""probability"": 0.004873658943198261}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.492921829223633, ""probability"": 0.0003821256584089165}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.174677848815918, ""probability"": 0.00019325169986721913}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.408459663391113, ""probability"": 0.00015296538730915672}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.85782241821289, ""probability"": 1.3208346154809484e-05}}","[""headphones"", ""speaker"", ""remote_control"", ""microphone""]",easy,FALSE,
objects_lee-soo-hyun-bo7_MA7u-_4-unsplash,objects,data/packs/objects/images/lee-soo-hyun-bo7_MA7u-_4-unsplash.jpg,,microphone,0.9903746406300827,speaker,0.009361220618219167,headphones,0.0001732833642031897,"{""microphone"": {""text"": ""microphone"", ""raw_score"": 0.6786918640136719, ""probability"": 0.9903746406300827}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -3.982815742492676, ""probability"": 0.009361220618219167}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.9722185134887695, ""probability"": 0.0001732833642031897}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.975141525268555, ""probability"": 6.356132488732144e-05}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.947669982910156, ""probability"": 2.4034173862394334e-05}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -11.945453643798828, ""probability"": 3.2598887453157384e-06}}","[""headphones"", ""microphone"", ""speaker"", ""remote_control""]",easy,FALSE,
objects_leiada-krozjhen-4VCKQcaqfng-unsplash,objects,data/packs/objects/images/leiada-krozjhen-4VCKQcaqfng-unsplash.jpg,,speaker,0.9923963181368288,headphones,0.0036627521253087946,microphone,0.0020584598543029963,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -2.3804588317871094, ""probability"": 0.9923963181368288}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.982366561889648, ""probability"": 0.0036627521253087946}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.558623313903809, ""probability"": 0.0020584598543029963}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.902715682983398, ""probability"": 0.0014591669498108214}, ""camera"": {""text"": ""camera"", ""raw_score"": -10.597715377807617, ""probability"": 0.0002679020087651858}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -11.142328262329102, ""probability"": 0.0001554009249836052}}","[""game_controller"", ""microphone"", ""headphones"", ""speaker""]",easy,FALSE,
objects_li-zhang-k8UGxd-1H3A-unsplash,objects,data/packs/objects/images/li-zhang-k8UGxd-1H3A-unsplash.jpg,,headphones,0.7774684759751515,speaker,0.21058790183620968,microphone,0.009862599156502451,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -2.102553367614746, ""probability"": 0.7774684759751515}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -3.408693313598633, ""probability"": 0.21058790183620968}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.469846725463867, ""probability"": 0.009862599156502451}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.95229721069336, ""probability"": 0.0008239044247205305}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.08478832244873, ""probability"": 0.0007216667173576144}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.383240699768066, ""probability"": 0.000535451890058175}}","[""microphone"", ""camera"", ""headphones"", ""speaker""]",easy,FALSE,
objects_marine-sintes-y0CoNS0YXyc-unsplash,objects,data/packs/objects/images/marine-sintes-y0CoNS0YXyc-unsplash.jpg,,headphones,0.9894068214357651,speaker,0.008160796453630716,microphone,0.0016347202142054109,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -1.4336662292480469, ""probability"": 0.9894068214357651}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.2314300537109375, ""probability"": 0.008160796453630716}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.839300155639648, ""probability"": 0.0016347202142054109}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.28880500793457, ""probability"": 0.0003836467063633244}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.490644454956055, ""probability"": 0.00031352611140153926}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.628478050231934, ""probability"": 0.00010048907863401173}}","[""headphones"", ""microphone"", ""camera"", ""speaker""]",easy,FALSE,
objects_mark-tegethoff-f4qyr3FWB1w-unsplash,objects,data/packs/objects/images/mark-tegethoff-f4qyr3FWB1w-unsplash.jpg,,speaker,0.9918439604112951,microphone,0.005273926438577551,remote_control,0.0011103035334734189,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -1.0432586669921875, ""probability"": 0.9918439604112951}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.2800493240356445, ""probability"": 0.005273926438577551}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -7.838191032409668, ""probability"": 0.0011103035334734189}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -8.029638290405273, ""probability"": 0.0009168477725281385}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.455282211303711, ""probability"": 0.0005990215245501861}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.305635452270508, ""probability"": 0.0002559403195756191}}","[""microphone"", ""speaker"", ""remote_control"", ""headphones""]",easy,FALSE,
objects_markus-spiske-ryOV0-qerUU-unsplash,objects,data/packs/objects/images/markus-spiske-ryOV0-qerUU-unsplash.jpg,,headphones,0.9950568233911159,speaker,0.0030601786331872576,microphone,0.0017450712022083648,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -0.0008792877197265625, ""probability"": 0.9950568233911159}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -5.785205841064453, ""probability"": 0.0030601786331872576}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.346883773803711, ""probability"": 0.0017450712022083648}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.721012115478516, ""probability"": 5.9765124930324936e-05}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.829986572265625, ""probability"": 5.3594574390744036e-05}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.610027313232422, ""probability"": 2.456707416732029e-05}}","[""speaker"", ""microphone"", ""camera"", ""headphones""]",easy,FALSE,
objects_matthew-hamilton-7cFF-hrkNPc-unsplash,objects,data/packs/objects/images/matthew-hamilton-7cFF-hrkNPc-unsplash.jpg,,headphones,0.9745237706947775,speaker,0.012081793608860386,microphone,0.006371523138124385,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -1.5316476821899414, ""probability"": 0.9745237706947775}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -5.921896934509277, ""probability"": 0.012081793608860386}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.561758041381836, ""probability"": 0.006371523138124385}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -6.628313064575195, ""probability"": 0.0059612699007329335}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.693144798278809, ""probability"": 0.0007561252781218524}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.599345207214355, ""probability"": 0.0003055173793827143}}","[""microphone"", ""speaker"", ""headphones"", ""remote_control""]",easy,FALSE,
objects_matus-gocman-GVRqSXGt5MQ-unsplash,objects,data/packs/objects/images/matus-gocman-GVRqSXGt5MQ-unsplash.jpg,,remote_control,0.9710483956631202,game_controller,0.023850420974488785,speaker,0.004293421652840541,"{""remote_control"": {""text"": ""remote control"", ""raw_score"": -1.0250844955444336, ""probability"": 0.9710483956631202}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -4.731658935546875, ""probability"": 0.023850420974488785}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.446376800537109, ""probability"": 0.004293421652840541}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.894521713256836, ""probability"": 0.0003711826907761805}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -9.347604751586914, ""probability"": 0.0002359479738754319}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.509748458862305, ""probability"": 0.0002006310448988351}}","[""speaker"", ""game_controller"", ""remote_control"", ""headphones""]",easy,FALSE,
objects_matus-gocman-yxTADfKYIpY-unsplash,objects,data/packs/objects/images/matus-gocman-yxTADfKYIpY-unsplash.jpg,,remote_control,0.9978779033449829,speaker,0.001260271178710672,game_controller,0.0007357142273324046,"{""remote_control"": {""text"": ""remote control"", ""raw_score"": -0.47821617126464844, ""probability"": 0.9978779033449829}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -7.152520179748535, ""probability"": 0.001260271178710672}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -7.690760612487793, ""probability"": 0.0007357142273324046}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -10.209917068481445, ""probability"": 5.924523229927671e-05}, ""camera"": {""text"": ""camera"", ""raw_score"": -10.29664421081543, ""probability"": 5.432356805415492e-05}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -11.762483596801758, ""probability"": 1.2542448620484165e-05}}","[""remote_control"", ""microphone"", ""speaker"", ""game_controller""]",easy,FALSE,
objects_meatball-overexposure-yfchE4WDcwc-unsplash,objects,data/packs/objects/images/meatball-overexposure-yfchE4WDcwc-unsplash.jpg,,camera,0.9330661074096075,speaker,0.048759907285657614,headphones,0.007527386353566305,"{""camera"": {""text"": ""camera"", ""raw_score"": -2.1467628479003906, ""probability"": 0.9330661074096075}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -5.098330497741699, ""probability"": 0.048759907285657614}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -6.966691017150879, ""probability"": 0.007527386353566305}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -7.282229423522949, ""probability"": 0.005490445926153292}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.843405723571777, ""probability"": 0.003132505543121764}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -8.2803373336792, ""probability"": 0.002023647481893613}}","[""speaker"", ""microphone"", ""camera"", ""headphones""]",easy,FALSE,
objects_mintelsdotcom-yF1HD0qTLQI-unsplash,objects,data/packs/objects/images/mintelsdotcom-yF1HD0qTLQI-unsplash.jpg,,headphones,0.7578848495922125,speaker,0.1367385820500157,microphone,0.09331264028408347,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -4.788862228393555, ""probability"": 0.7578848495922125}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.5013227462768555, ""probability"": 0.1367385820500157}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.8834381103515625, ""probability"": 0.09331264028408347}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.419288635253906, ""probability"": 0.007389832387944801}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.515668869018555, ""probability"": 0.002468781773864539}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.628523826599121, ""probability"": 0.0022053139118790826}}","[""speaker"", ""game_controller"", ""headphones"", ""microphone""]",easy,FALSE,
objects_mushvig-niftaliyev-f0o6lCUKays-unsplash,objects,data/packs/objects/images/mushvig-niftaliyev-f0o6lCUKays-unsplash.jpg,,headphones,0.9929530089515999,speaker,0.005159784563887696,microphone,0.0012788096133125703,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -1.121882438659668, ""probability"": 0.9929530089515999}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.381670951843262, ""probability"": 0.005159784563887696}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.776636123657227, ""probability"": 0.0012788096133125703}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.088831901550293, ""probability"": 0.0003442916633474122}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.706110000610352, ""probability"": 0.00018571459460532216}, ""camera"": {""text"": ""camera"", ""raw_score"": -10.56861686706543, ""probability"": 7.839061324710608e-05}}","[""game_controller"", ""microphone"", ""headphones"", ""speaker""]",easy,FALSE,
objects_nils-benyamin-m5MmqktebCU-unsplash,objects,data/packs/objects/images/nils-benyamin-m5MmqktebCU-unsplash.jpg,,headphones,0.9493754615204678,microphone,0.03794496895844148,speaker,0.006284282734124443,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -1.5382213592529297, ""probability"": 0.9493754615204678}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -4.7578887939453125, ""probability"": 0.03794496895844148}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.555974006652832, ""probability"": 0.006284282734124443}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -6.712419509887695, ""probability"": 0.005374181099610976}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.007499694824219, ""probability"": 0.0005414665560707987}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.12874698638916, ""probability"": 0.00047963913128422196}}","[""microphone"", ""camera"", ""speaker"", ""headphones""]",easy,FALSE,
objects_olivie-zemanova-RbhG2_0As4U-unsplash,objects,data/packs/objects/images/olivie-zemanova-RbhG2_0As4U-unsplash.jpg,,speaker,0.9929625084325517,microphone,0.003892002784494352,headphones,0.0023761382266126643,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -1.8454694747924805, ""probability"": 0.9929625084325517}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.387238502502441, ""probability"": 0.003892002784494352}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.880685806274414, ""probability"": 0.0023761382266126643}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.666149139404297, ""probability"": 0.00039852431865217575}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.10385513305664, ""probability"": 0.0002572536410079208}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.921475410461426, ""probability"": 0.00011357259668094335}}","[""remote_control"", ""speaker"", ""headphones"", ""microphone""]",easy,FALSE,
objects_pakata-goh-Ovb-MejXjOg-unsplash,objects,data/packs/objects/images/pakata-goh-Ovb-MejXjOg-unsplash.jpg,,headphones,0.7695859510768263,game_controller,0.09355923838854038,speaker,0.08720147676702926,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -4.581321716308594, ""probability"": 0.7695859510768263}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -6.688579559326172, ""probability"": 0.09355923838854038}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.758953094482422, ""probability"": 0.08720147676702926}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -7.647080421447754, ""probability"": 0.03587691093736423}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -9.008390426635742, ""probability"": 0.009196140949266383}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.705413818359375, ""probability"": 0.004580281880973477}}","[""headphones"", ""game_controller"", ""speaker"", ""remote_control""]",easy,FALSE,
objects_pew-nguyen-rxuwLSQJAk8-unsplash,objects,data/packs/objects/images/pew-nguyen-rxuwLSQJAk8-unsplash.jpg,,speaker,0.965246223538075,headphones,0.01728539981294323,remote_control,0.009134175115545318,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -2.1916933059692383, ""probability"": 0.965246223538075}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -6.214214324951172, ""probability"": 0.01728539981294323}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -6.852053642272949, ""probability"": 0.009134175115545318}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.659756660461426, ""probability"": 0.004072755788448502}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.299766540527344, ""probability"": 0.0021475120545608934}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -8.315526008605957, ""probability"": 0.00211393369042712}}","[""camera"", ""headphones"", ""speaker"", ""remote_control""]",easy,FALSE,
